Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL),MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_RL),STD(diameter_RL),MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
"2023-12-13 13:34:31","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-beijingVerio03/anat/sub-beijingVerio03_T2w_RPI_r_seg.nii.gz","131:179","3:4","",56.91909442639019,5.159821482046599,-2.0241726920233565,6.164219064587649,-1.8129737611442776,1.5769237918235957,7.087746416980982,0.6313897257105369,10.226622214075592,0.499889596747927,0.7101675047196413,0.07695188795762507,4.819958203411818,3.396341255688432,0.9628626358354779,0.013338882948382456,39.48897499480369
"2023-12-13 13:34:58","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-amu02/anat/sub-amu02_T2w_RPI_r_seg.nii.gz","135:172","3:4","",75.2330391050671,2.6052501079593267,-0.29266919720589346,0.26857728044122303,-11.090120069553562,5.8315098221841275,8.186269326933227,0.21025295530953822,11.877635649921164,0.42094042651556424,0.7219020465407258,0.03350484219214203,1.7231128008100662,1.2789934155618365,0.9637329424723584,0.012234030010808887,31.151628007708617
"2023-12-13 13:35:22","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-amu05/anat/sub-amu05_T2w_RPI_r_seg.nii.gz","137:177","3:4","",83.32442685572609,4.159918700666209,-0.7531714683475115,0.05001016144026202,10.764340002439722,1.9238181069627966,7.9171011894921905,0.2403074660759742,13.418323121690749,0.428231439549059,0.8067033297036631,0.015192797409931702,4.752895271946476,1.236677860797739,0.9670145962735339,0.01064750418945468,33.41052746230922
"2023-12-13 13:36:14","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-amu04/anat/sub-amu04_T2w_RPI_r_seg.nii.gz","140:176","3:4","",68.13422517092599,2.3962862083472203,-0.271387850351794,0.3923449546064501,-1.8385107105693868,2.5678434628139892,7.437648541445149,0.15329540607590766,11.685770846018695,0.4021075615970114,0.7698162036537695,0.022769982372209008,2.0551921432913196,1.2727477085677124,0.964396358520626,0.0060111134001789865,29.6460997323922
"2023-12-13 13:37:15","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-beijingPrisma04/anat/sub-beijingPrisma04_T2w_RPI_r_seg.nii.gz","169:207","3:4","",71.0097939335435,2.867818710701886,-3.190287244684394,0.32925452856227166,11.998851699503547,2.504662053377469,7.631964147427109,0.24052101110798185,11.84734467947856,0.28776942867682226,0.7640984176743668,0.01871957180630102,3.6485881282554513,1.8260296920774517,0.9647248540192945,0.011792644324086842,31.980095767137666
"2023-12-13 13:38:09","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-balgrist04/anat/sub-balgrist04_T2w_RPI_r_seg.nii.gz","135:185","3:4","",73.38916238076408,5.672667534889363,0.433186101248819,0.04393353214565129,-0.6627266433760983,1.668616219702077,8.237489492930543,0.3781789142304255,11.357877403268715,0.42870503735857374,0.6880661691656316,0.017843473506861707,1.8684685345006458,1.2943509360702716,0.9616364448803241,0.007478861538128135,40.821251527707865
"2023-12-13 13:38:31","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-beijingVerio04/anat/sub-beijingVerio04_T2w_RPI_r_seg.nii.gz","129:180","3:4","",69.92329220037396,2.0148047589263838,-3.6729338815254424,0.4031980313035611,0.8244005545635138,1.6042597259854312,7.372156583776805,0.16312047671672697,12.131546017337484,0.36712620742719254,0.792929195379892,0.01999767865736679,1.6155905924043013,1.1024637376934578,0.964089552317033,0.013567683057852475,41.70733427194183
"2023-12-13 13:38:41","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-balgrist03/anat/sub-balgrist03_T2w_RPI_r_seg.nii.gz","133:176","3:4","",63.219874145697986,2.6870836402041722,-0.6742437123397745,0.21017459777215153,-2.779534058203825,0.46437834045345855,6.389914986237456,0.26353672575520654,12.70158273639489,0.5204519755890731,0.862426309762284,0.021975462673263557,1.3741714647653385,1.0009772324767672,0.9582849996372892,0.017317476701334548,35.24530131622497
"2023-12-13 13:38:44","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-beijingVerio02/anat/sub-beijingVerio02_T2w_RPI_r_seg.nii.gz","137:179","3:4","",50.50743985341762,4.072371345231138,-0.7269784955330534,4.486655331191556,4.200698663684935,0.5287897896477725,6.249950449572655,0.30089400034583746,10.397032053301423,0.7211374989457758,0.7940406771521659,0.04127366238888885,3.5665479255084165,2.7650940188137367,0.9577379615079438,0.021882120659988267,34.60425851790629
"2023-12-13 13:39:08","git-master-c7a8072fd63a06a2775a74029c042833f0fce510","/home/porto-raid4/nestrasil-data/spine-generic/results/data-multi-subject_20231213/data_processed/sub-balgrist05/anat/sub-balgrist05_T2w_RPI_r_seg.nii.gz","138:179","3:4","",81.49045244081427,4.965931828268069,0.09201745680586983,0.04774109869429144,6.152161316307612,1.300016410305674,7.8049873165121415,0.2243082382999263,13.28470095784426,0.7732229231382417,0.8063466902387185,0.027581595111622143,1.061100297880061,0.8845437666082535,0.969133225159917,0.011863422956577807,33.80359680373467
